PERF: instrs=127911, cycles=1740744, IPC=0.073481
PERF: instrs=127912, cycles=1740375, IPC=0.073497
PERF: instrs=127908, cycles=1740333, IPC=0.073496
PERF: instrs=127882, cycles=1739560, IPC=0.073514
PERF: instrs=127910, cycles=1740375, IPC=0.073496
PERF: instrs=127885, cycles=1739623, IPC=0.073513
PERF: instrs=127912, cycles=1740417, IPC=0.073495
PERF: instrs=127913, cycles=1740438, IPC=0.073495
PERF: instrs=127886, cycles=1739644, IPC=0.073513
PERF: instrs=127888, cycles=1739634, IPC=0.073514
PERF: instrs=127907, cycles=1740327, IPC=0.073496
PERF: instrs=127879, cycles=1739497, IPC=0.073515
PERF: instrs=127877, cycles=1739491, IPC=0.073514
PERF: instrs=127914, cycles=1740438, IPC=0.073495
PERF: instrs=127908, cycles=1740333, IPC=0.073496
PERF: instrs=127881, cycles=1739539, IPC=0.073514
PERF: instrs=127914, cycles=1740453, IPC=0.073495
PERF: instrs=127881, cycles=1739575, IPC=0.073513
PERF: instrs=127909, cycles=1740369, IPC=0.073495
PERF: instrs=127884, cycles=1739602, IPC=0.073513
PERF: instrs=127881, cycles=1739560, IPC=0.073513
PERF: instrs=127913, cycles=1740417, IPC=0.073496
PERF: instrs=127882, cycles=1739575, IPC=0.073513
PERF: instrs=127911, cycles=1740390, IPC=0.073496
PERF: instrs=127880, cycles=1739533, IPC=0.073514
PERF: instrs=127881, cycles=1739552, IPC=0.073514
PERF: instrs=127882, cycles=1739560, IPC=0.073514
PERF: instrs=127883, cycles=1739596, IPC=0.073513
PERF: instrs=127914, cycles=1740438, IPC=0.073495
PERF: instrs=127909, cycles=1740369, IPC=0.073495
PERF: instrs=127909, cycles=1740333, IPC=0.073497
PERF: instrs=127881, cycles=1739539, IPC=0.073514
PERF: instrs=127907, cycles=1740327, IPC=0.073496
PERF: instrs=127912, cycles=1740375, IPC=0.073497
PERF: instrs=127908, cycles=1740333, IPC=0.073496
PERF: instrs=127882, cycles=1739560, IPC=0.073514
PERF: instrs=127910, cycles=1740375, IPC=0.073496
PERF: instrs=127885, cycles=1739623, IPC=0.073513
PERF: instrs=127912, cycles=1740417, IPC=0.073495
PERF: instrs=127913, cycles=1740438, IPC=0.073495
PERF: instrs=127886, cycles=1739644, IPC=0.073513
PERF: instrs=127888, cycles=1739634, IPC=0.073514
PERF: instrs=127907, cycles=1740327, IPC=0.073496
PERF: instrs=127879, cycles=1739497, IPC=0.073515
PERF: instrs=127877, cycles=1739491, IPC=0.073514
PERF: instrs=127914, cycles=1740438, IPC=0.073495
PERF: instrs=127908, cycles=1740333, IPC=0.073496
PERF: instrs=127881, cycles=1739539, IPC=0.073514
PERF: instrs=127914, cycles=1740453, IPC=0.073495
PERF: instrs=127881, cycles=1739575, IPC=0.073513
PERF: instrs=127909, cycles=1740369, IPC=0.073495
PERF: instrs=127884, cycles=1739602, IPC=0.073513
PERF: instrs=127881, cycles=1739560, IPC=0.073513
PERF: instrs=127913, cycles=1740417, IPC=0.073496
PERF: instrs=127882, cycles=1739575, IPC=0.073513
PERF: instrs=127911, cycles=1740390, IPC=0.073496
PERF: instrs=127880, cycles=1739533, IPC=0.073514
PERF: instrs=127881, cycles=1739552, IPC=0.073514
PERF: instrs=127882, cycles=1739560, IPC=0.073514
PERF: instrs=127883, cycles=1739596, IPC=0.073513
PERF: instrs=127914, cycles=1740438, IPC=0.073495
PERF: instrs=127909, cycles=1740369, IPC=0.073495
PERF: instrs=127881, cycles=1739552, IPC=0.073514
PERF: instrs=127914, cycles=1740411, IPC=0.073496
PERF: instrs=127909, cycles=1740306, IPC=0.073498
PERF: instrs=127882, cycles=1739560, IPC=0.073514
PERF: instrs=127913, cycles=1740396, IPC=0.073496
PERF: instrs=127885, cycles=1739644, IPC=0.073512
PERF: instrs=127914, cycles=1740438, IPC=0.073495
PERF: instrs=127884, cycles=1739623, IPC=0.073512
PERF: instrs=127915, cycles=1740459, IPC=0.073495
PERF: instrs=127915, cycles=1740459, IPC=0.073495
PERF: instrs=127914, cycles=1740438, IPC=0.073495
PERF: instrs=127886, cycles=1739665, IPC=0.073512
PERF: instrs=127882, cycles=1739596, IPC=0.073512
PERF: instrs=127912, cycles=1740432, IPC=0.073494
PERF: instrs=127884, cycles=1739623, IPC=0.073512
PERF: instrs=127912, cycles=1740417, IPC=0.073495
PERF: instrs=127913, cycles=1740447, IPC=0.073494
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127912, cycles=1740426, IPC=0.073495
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127883, cycles=1739611, IPC=0.073512
PERF: instrs=127911, cycles=1740420, IPC=0.073494
PERF: instrs=127882, cycles=1739590, IPC=0.073513
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127883, cycles=1739611, IPC=0.073512
PERF: instrs=127881, cycles=1739584, IPC=0.073512
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127909, cycles=1740399, IPC=0.073494
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127888, cycles=1739664, IPC=0.073513
PERF: instrs=127912, cycles=1740468, IPC=0.073493
PERF: instrs=127912, cycles=1740447, IPC=0.073494
PERF: instrs=127883, cycles=1739624, IPC=0.073512
PERF: instrs=127913, cycles=1740483, IPC=0.073493
PERF: instrs=127913, cycles=1740483, IPC=0.073493
PERF: instrs=127885, cycles=1739653, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127883, cycles=1739632, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127913, cycles=1740489, IPC=0.073493
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127884, cycles=1739647, IPC=0.073511
PERF: instrs=127910, cycles=1740399, IPC=0.073495
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127914, cycles=1740489, IPC=0.073493
PERF: instrs=127913, cycles=1740447, IPC=0.073494
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127912, cycles=1740441, IPC=0.073494
PERF: instrs=127882, cycles=1739590, IPC=0.073513
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127881, cycles=1739584, IPC=0.073512
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127910, cycles=1740420, IPC=0.073494
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127888, cycles=1739664, IPC=0.073513
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127912, cycles=1740447, IPC=0.073494
PERF: instrs=127883, cycles=1739624, IPC=0.073512
PERF: instrs=127913, cycles=1740483, IPC=0.073493
PERF: instrs=127913, cycles=1740483, IPC=0.073493
PERF: instrs=127885, cycles=1739653, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127883, cycles=1739632, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127913, cycles=1740489, IPC=0.073493
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127884, cycles=1739647, IPC=0.073511
PERF: instrs=127910, cycles=1740399, IPC=0.073495
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127914, cycles=1740489, IPC=0.073493
PERF: instrs=127913, cycles=1740447, IPC=0.073494
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127912, cycles=1740441, IPC=0.073494
PERF: instrs=127882, cycles=1739590, IPC=0.073513
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127881, cycles=1739584, IPC=0.073512
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127910, cycles=1740420, IPC=0.073494
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127888, cycles=1739664, IPC=0.073513
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127912, cycles=1740447, IPC=0.073494
PERF: instrs=127883, cycles=1739624, IPC=0.073512
PERF: instrs=127913, cycles=1740483, IPC=0.073493
PERF: instrs=127913, cycles=1740483, IPC=0.073493
PERF: instrs=127885, cycles=1739653, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127883, cycles=1739632, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127913, cycles=1740489, IPC=0.073493
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127884, cycles=1739647, IPC=0.073511
PERF: instrs=127910, cycles=1740399, IPC=0.073495
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127914, cycles=1740489, IPC=0.073493
PERF: instrs=127913, cycles=1740447, IPC=0.073494
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127912, cycles=1740441, IPC=0.073494
PERF: instrs=127882, cycles=1739590, IPC=0.073513
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127881, cycles=1739584, IPC=0.073512
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127910, cycles=1740420, IPC=0.073494
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127888, cycles=1739664, IPC=0.073513
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127912, cycles=1740447, IPC=0.073494
PERF: instrs=127883, cycles=1739624, IPC=0.073512
PERF: instrs=127913, cycles=1740483, IPC=0.073493
PERF: instrs=127913, cycles=1740483, IPC=0.073493
PERF: instrs=127885, cycles=1739653, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127883, cycles=1739632, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127913, cycles=1740489, IPC=0.073493
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127884, cycles=1739647, IPC=0.073511
PERF: instrs=127910, cycles=1740399, IPC=0.073495
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127914, cycles=1740489, IPC=0.073493
PERF: instrs=127913, cycles=1740447, IPC=0.073494
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127912, cycles=1740441, IPC=0.073494
PERF: instrs=127882, cycles=1739590, IPC=0.073513
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127881, cycles=1739584, IPC=0.073512
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127910, cycles=1740420, IPC=0.073494
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127888, cycles=1739664, IPC=0.073513
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127912, cycles=1740447, IPC=0.073494
PERF: instrs=127883, cycles=1739624, IPC=0.073512
PERF: instrs=127913, cycles=1740483, IPC=0.073493
PERF: instrs=127913, cycles=1740483, IPC=0.073493
PERF: instrs=127885, cycles=1739653, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127883, cycles=1739632, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127913, cycles=1740489, IPC=0.073493
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127884, cycles=1739647, IPC=0.073511
PERF: instrs=127910, cycles=1740399, IPC=0.073495
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127914, cycles=1740489, IPC=0.073493
PERF: instrs=127913, cycles=1740447, IPC=0.073494
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127884, cycles=1739647, IPC=0.073511
PERF: instrs=127910, cycles=1740399, IPC=0.073495
PERF: instrs=127913, cycles=1740447, IPC=0.073494
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127881, cycles=1739584, IPC=0.073512
PERF: instrs=127912, cycles=1740441, IPC=0.073494
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127883, cycles=1739632, IPC=0.073512
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127883, cycles=1739624, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127914, cycles=1740489, IPC=0.073493
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127885, cycles=1739653, IPC=0.073512
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127913, cycles=1740483, IPC=0.073493
PERF: instrs=127913, cycles=1740489, IPC=0.073493
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127912, cycles=1740447, IPC=0.073494
PERF: instrs=127913, cycles=1740483, IPC=0.073493
PERF: instrs=127882, cycles=1739590, IPC=0.073513
PERF: instrs=127910, cycles=1740420, IPC=0.073494
PERF: instrs=127888, cycles=1739664, IPC=0.073513
PERF: instrs=127884, cycles=1739647, IPC=0.073511
PERF: instrs=127910, cycles=1740399, IPC=0.073495
PERF: instrs=127913, cycles=1740447, IPC=0.073494
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127881, cycles=1739584, IPC=0.073512
PERF: instrs=127912, cycles=1740441, IPC=0.073494
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127883, cycles=1739632, IPC=0.073512
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127883, cycles=1739624, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127914, cycles=1740489, IPC=0.073493
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127885, cycles=1739653, IPC=0.073512
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127913, cycles=1740483, IPC=0.073493
PERF: instrs=127913, cycles=1740489, IPC=0.073493
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127912, cycles=1740447, IPC=0.073494
PERF: instrs=127913, cycles=1740483, IPC=0.073493
PERF: instrs=127882, cycles=1739590, IPC=0.073513
PERF: instrs=127910, cycles=1740420, IPC=0.073494
PERF: instrs=127888, cycles=1739664, IPC=0.073513
PERF: instrs=127884, cycles=1739647, IPC=0.073511
PERF: instrs=127910, cycles=1740399, IPC=0.073495
PERF: instrs=127913, cycles=1740447, IPC=0.073494
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127881, cycles=1739584, IPC=0.073512
PERF: instrs=127912, cycles=1740441, IPC=0.073494
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127883, cycles=1739632, IPC=0.073512
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127883, cycles=1739624, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127914, cycles=1740489, IPC=0.073493
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127885, cycles=1739653, IPC=0.073512
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127913, cycles=1740483, IPC=0.073493
PERF: instrs=127913, cycles=1740489, IPC=0.073493
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127912, cycles=1740447, IPC=0.073494
PERF: instrs=127913, cycles=1740483, IPC=0.073493
PERF: instrs=127882, cycles=1739590, IPC=0.073513
PERF: instrs=127910, cycles=1740420, IPC=0.073494
PERF: instrs=127888, cycles=1739664, IPC=0.073513
PERF: instrs=127884, cycles=1739647, IPC=0.073511
PERF: instrs=127910, cycles=1740399, IPC=0.073495
PERF: instrs=127913, cycles=1740447, IPC=0.073494
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127881, cycles=1739584, IPC=0.073512
PERF: instrs=127912, cycles=1740441, IPC=0.073494
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127883, cycles=1739632, IPC=0.073512
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127883, cycles=1739624, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127914, cycles=1740489, IPC=0.073493
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127885, cycles=1739653, IPC=0.073512
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127913, cycles=1740483, IPC=0.073493
PERF: instrs=127913, cycles=1740489, IPC=0.073493
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127912, cycles=1740447, IPC=0.073494
PERF: instrs=127913, cycles=1740483, IPC=0.073493
PERF: instrs=127882, cycles=1739590, IPC=0.073513
PERF: instrs=127910, cycles=1740420, IPC=0.073494
PERF: instrs=127888, cycles=1739664, IPC=0.073513
PERF: instrs=127884, cycles=1739647, IPC=0.073511
PERF: instrs=127910, cycles=1740399, IPC=0.073495
PERF: instrs=127913, cycles=1740447, IPC=0.073494
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127881, cycles=1739584, IPC=0.073512
PERF: instrs=127912, cycles=1740441, IPC=0.073494
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127883, cycles=1739632, IPC=0.073512
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127883, cycles=1739624, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127914, cycles=1740489, IPC=0.073493
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127885, cycles=1739653, IPC=0.073512
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127913, cycles=1740483, IPC=0.073493
PERF: instrs=127913, cycles=1740489, IPC=0.073493
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127912, cycles=1740447, IPC=0.073494
PERF: instrs=127913, cycles=1740483, IPC=0.073493
PERF: instrs=127882, cycles=1739590, IPC=0.073513
PERF: instrs=127910, cycles=1740420, IPC=0.073494
PERF: instrs=127888, cycles=1739664, IPC=0.073513
PERF: instrs=127884, cycles=1739647, IPC=0.073511
PERF: instrs=127910, cycles=1740399, IPC=0.073495
PERF: instrs=127913, cycles=1740447, IPC=0.073494
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127881, cycles=1739584, IPC=0.073512
PERF: instrs=127912, cycles=1740441, IPC=0.073494
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127883, cycles=1739632, IPC=0.073512
PERF: instrs=127884, cycles=1739632, IPC=0.073512
PERF: instrs=127883, cycles=1739624, IPC=0.073512
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127913, cycles=1740468, IPC=0.073493
PERF: instrs=127914, cycles=1740489, IPC=0.073493
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127911, cycles=1740498, IPC=0.073491
PERF: instrs=127882, cycles=1739662, IPC=0.073510
PERF: instrs=127880, cycles=1739620, IPC=0.073510
PERF: instrs=127881, cycles=1739677, IPC=0.073508
PERF: instrs=127882, cycles=1739704, IPC=0.073508
PERF: instrs=127939, cycles=1740885, IPC=0.073491
PERF: instrs=127943, cycles=1740503, IPC=0.073509
PERF: instrs=127973, cycles=1741347, IPC=0.073491
PERF: instrs=127944, cycles=1740553, IPC=0.073508
PERF: instrs=127943, cycles=1740526, IPC=0.073508
PERF: instrs=127944, cycles=1740490, IPC=0.073510
PERF: instrs=127973, cycles=1741326, IPC=0.073492
PERF: instrs=127973, cycles=1741362, IPC=0.073490
PERF: instrs=127972, cycles=1741341, IPC=0.073490
PERF: instrs=127973, cycles=1741347, IPC=0.073491
PERF: instrs=127943, cycles=1740547, IPC=0.073507
PERF: instrs=127974, cycles=1741368, IPC=0.073491
PERF: instrs=127944, cycles=1740532, IPC=0.073509
PERF: instrs=127943, cycles=1740526, IPC=0.073508
PERF: instrs=127971, cycles=1741335, IPC=0.073490
PERF: instrs=127941, cycles=1740550, IPC=0.073506
PERF: instrs=127970, cycles=1741344, IPC=0.073489
PERF: instrs=127969, cycles=1741323, IPC=0.073490
PERF: instrs=127969, cycles=1741323, IPC=0.073490
PERF: instrs=127944, cycles=1740540, IPC=0.073508
PERF: instrs=127940, cycles=1740508, IPC=0.073507
PERF: instrs=127969, cycles=1741338, IPC=0.073489
PERF: instrs=127969, cycles=1741338, IPC=0.073489
PERF: instrs=127940, cycles=1740523, IPC=0.073507
PERF: instrs=127940, cycles=1740508, IPC=0.073507
PERF: instrs=127971, cycles=1741335, IPC=0.073490
PERF: instrs=127973, cycles=1741376, IPC=0.073490
PERF: instrs=127974, cycles=1741382, IPC=0.073490
PERF: instrs=127945, cycles=1740588, IPC=0.073507
PERF: instrs=127945, cycles=1740588, IPC=0.073507
PERF: instrs=127944, cycles=1740582, IPC=0.073506
PERF: instrs=127945, cycles=1740588, IPC=0.073507
PERF: instrs=127973, cycles=1741376, IPC=0.073490
PERF: instrs=127944, cycles=1740582, IPC=0.073506
PERF: instrs=127974, cycles=1741382, IPC=0.073490
PERF: instrs=127945, cycles=1740588, IPC=0.073507
PERF: instrs=127944, cycles=1740582, IPC=0.073506
PERF: instrs=127945, cycles=1740588, IPC=0.073507
PERF: instrs=127974, cycles=1741382, IPC=0.073490
PERF: instrs=127973, cycles=1741376, IPC=0.073490
PERF: instrs=127973, cycles=1741376, IPC=0.073490
PERF: instrs=127974, cycles=1741382, IPC=0.073490
PERF: instrs=127944, cycles=1740582, IPC=0.073506
PERF: instrs=127974, cycles=1741382, IPC=0.073490
PERF: instrs=127945, cycles=1740588, IPC=0.073507
PERF: instrs=127944, cycles=1740582, IPC=0.073506
PERF: instrs=127974, cycles=1741382, IPC=0.073490
PERF: instrs=127945, cycles=1740588, IPC=0.073507
PERF: instrs=127974, cycles=1741382, IPC=0.073490
PERF: instrs=127974, cycles=1741382, IPC=0.073490
PERF: instrs=127974, cycles=1741382, IPC=0.073490
PERF: instrs=127949, cycles=1740622, IPC=0.073508
PERF: instrs=127945, cycles=1740588, IPC=0.073507
PERF: instrs=127973, cycles=1741376, IPC=0.073490
PERF: instrs=127973, cycles=1741376, IPC=0.073490
PERF: instrs=127944, cycles=1740582, IPC=0.073506
PERF: instrs=127945, cycles=1740588, IPC=0.073507
PERF: instrs=127974, cycles=1741382, IPC=0.073490
PERF: instrs=127973, cycles=1741376, IPC=0.073490
PERF: instrs=127974, cycles=1741382, IPC=0.073490
PERF: instrs=127945, cycles=1740588, IPC=0.073507
PERF: instrs=127945, cycles=1740588, IPC=0.073507
PERF: instrs=127944, cycles=1740582, IPC=0.073506
PERF: instrs=127945, cycles=1740588, IPC=0.073507
PERF: instrs=127973, cycles=1741376, IPC=0.073490
PERF: instrs=127944, cycles=1740582, IPC=0.073506
PERF: instrs=127974, cycles=1741382, IPC=0.073490
PERF: instrs=127945, cycles=1740588, IPC=0.073507
PERF: instrs=127944, cycles=1740582, IPC=0.073506
PERF: instrs=127945, cycles=1740588, IPC=0.073507
PERF: instrs=127974, cycles=1741382, IPC=0.073490
PERF: instrs=127973, cycles=1741376, IPC=0.073490
PERF: instrs=127973, cycles=1741376, IPC=0.073490
PERF: instrs=127974, cycles=1741382, IPC=0.073490
